created,modified,id,signalman_id,status,longitude,latitude,altitude
10:04.4,10:04.4,28611,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
10:09.4,10:09.4,28612,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78826987,32.09636035,5.812099457
10:12.6,10:12.6,28613,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7882254,32.0964008,17.02193737
10:13.0,10:13.0,28614,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
10:14.4,10:14.4,28615,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
10:23.0,10:23.0,28616,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
10:24.4,10:24.4,28617,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
10:24.7,10:24.7,28618,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.7887561,32.09645703,6.018398285
10:27.6,10:27.6,28619,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7886609,32.0965114,13.59729436
10:33.2,10:33.2,28620,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
10:34.4,10:34.4,28621,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
10:40.1,10:40.1,28622,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78926153,32.0965564,6.327236176
10:42.0,10:42.0,28623,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7891702,32.0965791,13.88865355
10:43.0,10:43.0,28624,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
10:44.2,10:44.2,28625,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
10:52.8,10:52.8,28626,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
10:54.2,10:54.2,28627,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
10:55.9,10:55.9,28628,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78976428,32.09663519,6.269252777
10:57.1,10:57.1,28629,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7894975,32.0965382,19.54425738
11:03.0,11:03.0,28630,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
11:04.4,11:04.4,28631,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
11:10.9,11:10.9,28632,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79031304,32.09671247,6.594875336
11:12.1,11:12.1,28633,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.790013,32.0965013,29.11706143
11:12.9,11:12.9,28634,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
11:14.4,11:14.4,28635,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
11:23.1,11:23.1,28636,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
11:24.2,11:24.2,28637,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
11:26.6,11:26.6,28638,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79077279,32.09675836,5.712306976
11:27.1,11:27.1,28639,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7906452,32.0966697,24.86234391
11:33.1,11:33.1,28640,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
11:34.4,11:34.4,28641,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
11:41.4,11:41.4,28642,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79135139,32.09688983,5.605495453
11:42.1,11:42.1,28643,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.791115,32.0968293,23.06411856
11:43.0,11:43.0,28644,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
11:44.3,11:44.3,28645,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
11:53.1,11:53.1,28646,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
11:54.2,11:54.2,28647,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
11:57.1,11:57.1,28648,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7916298,32.0969086,25.72126757
11:57.4,11:57.4,28649,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79185296,32.09698664,5.675746918
12:03.0,12:03.0,28650,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
12:04.2,12:04.2,28651,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
12:12.1,12:12.1,28652,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79240256,32.09708283,5.397670746
12:12.1,12:12.1,28653,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7921667,32.0969935,30.9967635
12:12.9,12:12.9,28654,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
12:14.3,12:14.3,28655,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
12:23.1,12:23.1,28656,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
12:24.4,12:24.4,28657,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
12:27.1,12:27.1,28658,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7927319,32.0971903,14.43739107
12:28.0,12:28.0,28659,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79297672,32.09721719,6.144313812
12:32.9,12:32.9,28660,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
12:34.4,12:34.4,28661,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
12:42.1,12:42.1,28662,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7932147,32.0971956,23.92837262
12:42.9,12:42.9,28663,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79354661,32.09749224,6.481655121
12:42.9,12:42.9,28664,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
12:44.4,12:44.4,28665,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
12:52.9,12:52.9,28666,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
12:54.3,12:54.3,28667,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
12:57.1,12:57.1,28668,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7934833,32.0973982,24.13625934
12:58.8,12:58.8,28669,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79362775,32.09782953,6.92080307
13:03.0,13:03.0,28670,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
13:04.3,13:04.3,28671,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
13:12.2,13:12.2,28672,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7936318,32.0976756,38.34906052
13:12.9,13:12.9,28673,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
13:13.6,13:13.6,28674,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.7932939,32.09808681,7.608486176
13:14.3,13:14.3,28675,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
13:23.0,13:23.0,28676,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
13:24.4,13:24.4,28677,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
13:27.1,13:27.1,28678,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7930013,32.0977786,26.00367601
13:29.6,13:29.6,28679,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79277103,32.09795815,7.793605804
13:32.9,13:32.9,28680,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
13:34.2,13:34.2,28681,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
13:42.1,13:42.1,28682,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7924216,32.0977022,23.25945747
13:42.9,13:42.9,28683,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
13:44.9,13:44.9,28684,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
13:44.9,13:44.9,28685,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79226493,32.09782605,7.569423676
13:53.0,13:53.0,28686,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
13:54.4,13:54.4,28687,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
13:57.1,13:57.1,28688,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7919471,32.0977229,24.07437332
13:59.7,13:59.7,28689,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79178398,32.09767333,7.566921234
14:03.0,14:03.0,28690,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
14:04.3,14:04.3,28691,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
14:12.2,14:12.2,28692,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.7914078,32.0977129,27.24644174
14:12.9,14:12.9,28693,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
14:14.3,14:14.3,28694,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
14:14.9,14:14.9,28695,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79128266,32.09755125,7.090175629
14:23.0,14:23.0,28696,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
14:24.3,14:24.3,28697,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
14:27.1,14:27.1,28698,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.790954,32.0976587,24.46560586
14:30.9,14:30.9,28699,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.79073532,32.09741764,6.738430023
14:33.0,14:33.0,28700,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
14:34.4,14:34.4,28701,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
14:42.1,14:42.1,28702,5f20ab04-5080-4612-b49d-c5a34844f282,enabled,34.790785,32.097662,23.44652451
14:43.0,14:43.0,28703,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78634555,32.09188894,18.37435532
14:44.4,14:44.4,28704,6c8dce56-da40-4c5e-9bba-eedc513fe4c9,enabled,34.78547442,32.09279209,4.319667816
